name,group,09: Junior,01: High School,11: Senior,05: Freshman,13: Graduation,08: Experience,03: Admissions,12: Post Grad Plans,04: Pre-Frosh,14: First Outcomes,02: Apply,10: Experience,06: Experiences,07: Sophomore,id
John Cartwright,Cohort F,13.68,0.034,0.002,,0,0.431,71.13,,2.47,10.94,339,0.454,0.344,0.978,34309
James Heroux,Cohort F,15.4,0.025,0.002,12.2,0,0.34,68.03,0.41,1.92,12.76,329,0.314,0.303,0.765,34310
Lisa Gall,Cohort F,12.61,0.029,0.002,12.2,0,0.363,71.18,0.41,1.54,13.1,327,0.269,0.2,0.627,34311
Shirley Cole,Cohort F,11.31,0.032,0.002,12.2,0,0.432,75.9,0.41,1.71,9.57,342,0.277,0.203,0.75,34312
Eleanor Estrada,Cohort F,10.35,0.027,0.002,12.5,0,0.397,74.24,0.41,1.56,12.17,331,0.289,0.178,0.656,34313
Sarah Norman,Cohort F,10.69,0.034,0.002,12.7,0,0.435,75.36,0.41,1.99,10.42,340,0.368,0.227,0.837,34314
Wilfred Butler,Cohort F,7.49,0.028,0.016,1.1,0.0026,0.169,42.53,,1.27,47.75,198,0.206,0.151,0.557,34315
John Mosley,Cohort F,3.99,0.003,0.003,1.8,0,0.101,21.34,0.73,0.34,73.93,101,0.049,0.05,0.213,34316
Donald Campbell,Cohort F,14.73,0.021,0.007,6.2,0,0.427,74.9,2.5,1.08,7.76,357,0.156,0.159,0.676,34317
Jeffrey Seward,Cohort I,17.25,0.015,0.721,2.3,0.0007,0.263,17.41,0.12,16.67,46.06,289,,,,34318
Mary Roman,Cohort I,10.35,0.231,0.65,0.7,0,0.168,24.79,4.03,15.78,46.4,283,4.766,6.668,2.93,34319
Ted Kahle,Cohort I,13.73,0.107,0.782,0.7,0,0.205,23,3.36,25.45,35.08,376,8.595,12.025,3.114,34320
Linda Johnson,Cohort I,12.31,0.168,0.687,0.7,0,0.197,17.65,2.86,22.48,44.9,322,7.424,9.913,3.864,34321
Teresa Pestana,Cohort I,14.57,0.093,0.602,2.8,0.0002,0.178,23.71,4.49,14.81,44.59,286,6.842,5.704,1.521,34322
Michelle Goodrich,Cohort I,11.77,0.033,0.433,1.5,0.0002,0.183,18.67,3.39,10.52,57.3,216,2.198,3.1,4.76,34323
Russell Ayon,Cohort I,13.94,0.035,0.289,1.4,0.0002,0.192,13.74,3.52,15.66,55.29,252,5.773,6.117,3.016,34324
Charlene Smith,Cohort I,14.47,0.078,0.387,1.6,0.0002,0.189,13.52,3.61,17.06,53.28,266,6.998,6.298,2.987,34325
Juan Brendel,Cohort I,3.5,0.009,0.455,2.9,0.0007,0.473,40.08,0.69,17.4,36.66,331,,,,34326
Stanley Cross,Cohort I,6,0.053,0.428,1.4,0,0.111,41.21,9.89,17.74,33.57,349,3.989,9.502,2.566,34327
Reginald Whiteside,Cohort I,14.18,0.051,0.455,2,0.0002,0.182,27.11,4.85,12.17,44.68,275,5.068,5.317,1.246,34328
Elizabeth Petrie,Cohort I,2.87,0.016,0.511,2.9,0.0016,0.365,34.55,0.27,24.35,36.12,369,,,,34329
Gary Nagle,Cohort I,12.57,0.04,0.59,2.4,0.0002,0.185,24.35,2.71,15.4,45.52,286,,,,34330
Michael Godoy,Cohort I,3.19,0.104,0.1,,0,0.153,19.03,11.67,8.74,68.13,168,5.335,2.47,0.434,34331
Don Sclavi,Cohort I,10.74,0.039,0.313,1.8,0.0002,0.169,18.55,4.22,12.84,56.43,233,4.25,4.685,3.389,34332
Mildred Mitchell,Cohort I,11.19,0.082,0.453,1,0.0002,0.169,16.7,4.11,15.33,54.92,250,5.782,5.058,3.784,34333
Imelda Noel,Cohort I,13.48,0.235,0.806,1.9,0.0005,0.185,29.86,,11.68,41.78,279,5.63,2.905,1.79,34334
Prudence Manuelito,Cohort I,12.8,0.192,0.696,2.4,0.0015,0.196,31.78,5,8.6,43.95,256,3.514,1.854,1.461,34335
Rolando Hutnak,Cohort I,12.96,0.275,0.506,3,0.0001,0.233,26.47,,9.91,48.15,247,4.601,2.736,1.158,34336
Traci Beagle,Cohort I,13.92,0.226,0.753,2.1,0.0011,0.179,29.46,,11.71,41.87,279,5.007,3.289,2.001,34337
Roger Lopez,Cohort I,12.46,0.157,0.743,2.3,0.0013,0.212,31.15,5.1,10.11,43.32,265,3.761,2.77,1.775,34338
Hilary Mccarthy,Cohort I,13.22,0.209,0.663,2.8,0.0009,0.268,28.67,,12.86,42.38,283,4.973,4.354,1.827,34339
Victoria Kryst,Cohort I,11.74,0.139,0.712,2.3,0,0.21,27.93,4.71,10.68,46.8,255,3.965,3.372,1.891,34340
Bertha Sellars,Cohort I,11.41,0.161,0.555,2.8,0.0008,0.278,28.05,,10.8,47.31,255,4.377,3.957,1.79,34341
Callie Bransom,Cohort I,10.98,0.134,0.478,1.4,0,0.152,34.45,3.57,8.39,44.3,257,3.547,1.976,1.583,34342
Kari Bailey,Cohort I,12.96,0.222,0.497,2.1,0,0.184,28.01,3.17,16.82,39.72,315,6.756,4.217,3.646,34343
Victoria Christopher,Cohort I,11.36,0.148,0.561,2.3,0,0.164,33.93,3.28,10.34,42.09,274,4.025,2.937,1.921,34344
Horace Murphy,Cohort I,10.33,0.113,0.456,2,0,0.174,25.72,3.3,11.1,50.77,244,4.386,3.627,1.425,34345
Peter Serafin,Cohort I,11.6,0.122,0.507,1.5,0,0.176,32.29,3.45,10.54,43.45,270,4.255,3.137,1.75,34346
Maria Belew,Cohort I,12.11,0.112,0.526,2.1,0,0.176,32.3,3.26,12.28,40.85,288,4.905,4.027,2.03,34347
Charles Than,Cohort I,18.75,0.337,0.819,0.4,0.0003,0.27,8.52,,17.25,53.38,266,3.74,7.18,5.13,34348
Bess Anderson,Cohort I,14.66,0.018,0.532,0.5,0,0.32,16.97,,12.29,53.57,232,2.82,2.58,6.27,34349
Brian Rosa,Cohort I,11.91,0.177,0.535,1.7,0,0.154,32.58,4.02,9.51,43.76,264,4.221,2.352,1.788,34350
James Kempinski,Cohort I,12,0.186,0.533,1.5,0,0.157,31.33,3.18,10.99,43.41,272,4.679,2.934,2.389,34351
Mina Ortiz,Cohort I,14.17,0.3,0.581,2,0.0001,0.175,26.54,3.08,15.68,40.87,304,6.932,4.561,2.932,34352
Ashley Barker,Cohort I,12.43,0.16,0.617,1.8,0,0.171,30.4,3.02,12.49,42.27,284,4.977,3.762,2.603,34353
John Mcnally,Cohort I,11.02,0.12,0.589,2.2,0.0001,0.184,25.38,3.73,10.9,50.4,244,4.407,3.787,1.89,34354
Patricia Adkins,Cohort I,12.33,0.156,0.632,1.5,0,0.172,31.46,3.81,11.23,42.53,276,4.87,3.454,2.01,34355
Robert Aragaki,Cohort I,21.91,0.027,0.551,0.5,0,0.273,7.79,,14.8,53.05,252,3.92,5.551,3.979,34356
Roland Bickford,Cohort I,27.24,0.02,0.434,,0,0.321,0.59,,4.5,65.53,152,1.265,1.682,1.113,34357
David Mason,Cohort I,21.13,0.024,0.591,0.5,0,0.253,7.59,,16.92,51.92,267,4.458,6.446,4.408,34358
Mary Taylor,Cohort I,26.24,0.016,0.492,,0,0.291,,,7.41,64.24,172,2.004,2.933,1.675,34359
Mary Benton,Cohort I,12.06,0.04,0.766,1.3,0,0.185,21.09,,33.82,30.01,437,8.819,12.692,9.268,34360
Brittany Lopez,Cohort I,18.2,0.027,0.618,0.6,0,0.244,9.35,,20.35,49.61,293,5.473,7.978,5.151,34361
Teresa Pelletier,Cohort I,22.97,0.018,0.504,,0,0.289,0.25,,9.88,64.81,182,2.875,4.319,1.956,34362
Raymond Hensley,Cohort I,21.34,0.034,0.701,0.6,0,0.233,10.93,,21.06,43.87,319,5.5,7.883,5.693,34363
Tina Padilla,Cohort I,28.49,0.029,0.651,,0,0.27,3.11,,11.24,54.53,228,2.945,4.181,2.94,34364
Bernard Stanley,Cohort I,11.13,0.051,0.672,0.2,0,0.149,21.05,0.95,20.77,44.48,312,6.449,9.985,2.967,34365
Richard Fritzler,Cohort I,15.5,0.068,0.405,1.3,0.0005,0.202,12.62,3.61,15.63,54.56,253,6.519,6.249,2.299,34366
Wilma Nailer,Cohort I,12.42,0.078,0.65,1.4,0.0003,0.205,22.46,,11.7,51.06,245,2.119,3.74,5.47,34367
George Dennie,Cohort I,15.95,0.093,0.53,0.2,0,0.145,22.99,2.97,14.07,44.9,282,5.419,4.997,1.849,34368
Quentin Goss,Cohort I,12.98,0.094,0.55,0.2,0.0005,0.123,22.64,2.87,16.97,45.17,295,6.396,6.026,2.603,34369
Colin Gilbert,Cohort I,13.97,0.097,0.659,0.2,0,0.137,27.43,3.65,9.68,46.44,253,4.121,2.992,1.749,34370
Richard Kilgallon,Cohort I,12.12,0.093,0.6,,0.0001,0.207,14.37,,19.21,52.51,277,5.81,7.91,3.95,34371
Shirley Shaver,Cohort I,8.53,0.06,0.655,0.6,0.0001,0.175,23.46,,16.23,50.06,274,3.477,6.671,4.706,34372
Cody Lartigue,Cohort I,11.33,0.126,0.666,0.5,0.0018,0.167,19.06,2.19,20.73,46.67,305,5.3,8.96,4.98,34373
John Jones,Cohort I,10.64,0.115,0.72,0.4,0,0.166,16.37,2.2,14.08,56.6,230,3.08,5.71,4.01,34374
Alan Perry,Cohort I,12.01,0.103,0.816,0.2,0,0.131,24.44,1.74,17.48,42.99,301,5.893,8.035,1.922,34375
Mark Gonzales,Cohort I,11.85,0.142,1.268,0.7,0.0001,0.174,38.75,1.97,16.3,28.4,342,10.096,4.277,0.918,34376
Stanley Olsen,Cohort I,9.67,0.047,0.814,0.4,0,0.153,29.99,1.59,24.42,32.82,371,7.427,12.157,3.107,34377
Marsha Sims,Cohort I,4.57,0.042,0.255,,0.0053,0.139,64.95,,16.84,12.65,405,5.22,6.377,4.398,34378
Joe Burnham,Cohort I,6.48,0.052,0.454,,0.0009,0.301,32.92,,6.22,52.53,206,3.174,2.184,0.551,34379
Lillian Lee,Cohort I,8.1,0.115,0.627,,0.0009,0.267,29.55,,6.29,53.91,203,3.682,1.335,0.959,34380
Marissa Marsh,Cohort I,8.03,0.049,0.512,,0.0006,0.284,28.47,,7.19,54.37,202,3.729,2.632,0.473,34381
Jerome Atencio,Cohort I,9.73,0.046,0.578,,0.0008,0.284,28.58,,7.71,51.89,220,3.6,3.038,0.529,34382
Bonnie Guida,Cohort I,7.18,0.064,0.488,,0.0025,0.202,19.55,,6.55,64.94,163,3.522,2.196,0.502,34383
Sandra Bergman,Cohort I,9.91,0.086,0.613,,0.002,0.241,25.35,,6.84,55.77,197,3.332,2.515,0.377,34384
Albert Kaliher,Cohort I,12.09,0.038,0.678,,0.0005,0.336,26.6,,9.46,49.61,238,4.754,3.368,0.388,34385
George Trexler,Cohort I,10.7,0.043,0.555,,0.0008,0.248,24.6,,8.23,54.45,212,3.98,3.022,0.485,34386
John Ruffin,Cohort I,13.46,0.073,0.688,,0.0012,0.219,20.96,,8.15,55.19,208,3.42,3.267,0.732,34387
Esther Brooks,Cohort I,3.38,0.021,0.286,,0.001,0.141,47.27,,12.87,35.63,312,6.175,4.621,1.426,34388
Shirley Garcia,Cohort I,15.13,0.191,0.589,1,0,0.19,29.89,5.47,13.93,38.7,305,5.245,4.292,0.417,34389
Rickey Chean,Cohort I,14.72,0.093,0.445,,0.0004,0.231,15.37,,16.92,51.09,273,6.85,6.726,1.821,34390
Lewis Duppstadt,Cohort I,16.96,0.106,0.48,1,0.0006,0.242,14.43,3.49,16.22,50.34,272,6.473,5.855,0.48,34391
Carlos Johnson,Cohort I,12.8,0.103,0.633,,0.001,0.202,21.2,,12.7,51.2,251,5.251,4.704,1.601,34392
John Cochran,Cohort I,11.94,0.127,0.485,1.4,0.0003,0.182,21.53,3.26,14.1,50.54,261,5.045,5.088,3.826,34393
Dustin Hartnett,Cohort I,17.16,0.18,0.621,0.7,0,0.216,20.8,4.02,17.4,42.17,308,7.08,5.794,0.562,34394
Stephen Sanchez,Cohort I,14.89,0.16,0.657,0.8,0.0004,0.217,19.83,4.66,14.97,47.77,274,6.088,4.983,0.486,34395
Ricardo Dardar,Cohort I,13.04,0.074,0.404,,0.0012,0.171,23.3,,15.47,46.56,285,5.6,5.543,2.792,34396
David Gutierrez,Cohort I,17.28,0.167,0.533,1.4,0,0.217,20.8,3.83,17.02,42.63,305,6.76,5.52,0.516,34397
Betty Foreman,Cohort I,15.21,0.179,0.591,1.2,0.0003,0.223,19.72,3.6,14.4,48.36,269,7.033,5.959,1.264,34398
Whitney Aman,Cohort I,15.78,0.137,0.674,1.3,0.0007,0.238,18.89,4.63,15.86,46.85,282,6.126,5.427,0.672,34399
Leticia Gomez,Cohort I,11.59,0.095,0.385,1.4,0.0019,0.21,16.81,4,10.36,59.55,206,3.893,3.518,0.298,34400
Georgie Sykes,Cohort I,15.55,0.119,0.674,,0.0029,0.212,13.01,,18.97,50.05,286,8.317,7.429,1.516,34401
Mary Pileggi,Cohort I,13.49,0.123,0.628,1.9,0.0004,0.184,25.46,5.24,12.9,45.78,270,5.797,5.035,1.363,34402
Gregory Nathan,Cohort I,11.58,0.118,0.634,,0.0015,0.149,18.27,,12.85,55.2,233,5.966,4.654,0.955,34403
Maria Lowe,Cohort I,15.13,0.191,0.589,1,0,0.19,29.89,5.47,13.93,38.7,303,5.245,4.292,0.417,34404
Frank Clark,Cohort I,18.2,0.174,0.637,0.5,0,0.23,16.16,3.29,19.17,43.93,310,8.015,6.559,0.637,34405
Alfonso Hartline,Cohort I,13.03,0.078,0.465,1.2,0.0004,0.178,15.45,4.51,13.46,56.21,235,5.487,4.754,1.559,34406
Sonya Taylor,Cohort I,13.25,0.033,0.526,,0.0049,0.194,21.26,,16.18,47.31,283,4.685,5.72,4.606,34407
Earl Wylam,Cohort I,12.9,0.113,0.543,,0.0013,0.146,18.24,,17,46.01,277,5.46,5.987,4.363,34408
James Burke,Cohort I,18.74,0.023,0.857,0.8,0,0.312,15.75,,16.75,46.02,289,2.731,6.3,6.842,34409
Tiffany Maloney,Cohort I,15.59,0.014,0.574,0.9,0.0006,0.261,16.32,0.88,18.82,47.08,297,4.022,7.977,5.32,34410
Dennis Lopez,Cohort I,20.32,0.024,0.51,,0,0.301,10.61,,18.04,48.99,291,4.763,7.385,4.272,34411
Martha Young,Cohort I,21.91,0.037,0.598,,0,0.347,12.01,,18.11,45.7,303,4.812,7.502,4.163,34412
Mary Stoffel,Cohort I,9.73,0.027,0.398,,0.0006,0.273,8.67,,3.27,76.7,101,1.356,1.347,0.209,34413
Matt Perry,Cohort I,11.27,0.036,0.523,,0.0027,0.337,24.6,,11.31,50.68,244,4.888,4.635,0.653,34414
Jack Fleming,Cohort I,10.96,0.13,0.523,,0.0015,0.111,21.49,,12.81,52.7,242,6.108,5.155,0.398,34415
Carrie Manley,Cohort I,9.53,0.037,0.615,,0.0002,0.323,24.09,,10.07,54.24,223,4.354,4.128,0.582,34416
Evelyn Fugate,Cohort I,8.15,0.121,0.497,,0.001,0.183,21.26,,9.75,59.19,202,4.649,3.923,0.303,34417
Cecilia Davis,Cohort I,11.15,0.018,0.725,,0,0.231,33.75,,22.96,29.2,392,5.742,9.948,5.89,34418
Lana Jennings,Cohort I,0.95,0.03,0.203,1.9,0.0146,0.129,14.89,12.19,9.91,73.42,153,1.599,2.671,5.348,34419
Chad Akim,Cohort I,6.18,0.017,0.408,,0.0012,0.084,75.33,,13.43,3.75,446,5.272,5.649,1.558,34420
Brian Corkill,Cohort I,5.25,0.036,0.342,,0.001,0.149,65.86,,22.08,5.36,423,9.709,9.185,1.865,34421
Frank Wendt,Cohort I,3.06,0.003,0.02,,0.0047,0.246,21.88,,2.35,72.05,106,1.125,0.688,0.419,34422
Emanuel Cassin,Cohort I,15.38,0.092,0.605,1.2,0.0038,0.256,22.61,4.99,11.76,48.02,257,3.372,4.5,3.207,34423
Martha Irons,Cohort I,10.07,0.192,0.434,,0.0001,0.137,19.14,,19.45,45.47,290,11.075,5.938,1.076,34424
Jason Thomas,Cohort I,12.58,0.117,0.689,,0.0017,0.156,18.33,,21.98,43.92,320,11.963,7.113,1.363,34425
Marian Sink,Cohort I,12.45,0.095,0.711,,0.0075,0.179,15.92,,22.09,51.14,312,11.497,7.495,1.552,34426
Karen Wright,Cohort I,12.69,0.09,0.697,,0.0001,0.177,15.45,,23.85,45.87,327,11.391,8.908,1.881,34427
Eddie Roberts,Cohort I,6.41,0.077,0.351,,0.0029,0.128,31.53,,27.06,33.8,388,5.63,17.144,2.663,34428
James Burnham,Cohort I,5.46,0.042,0.371,,0.0029,0.109,53.24,,19,20.9,397,3.953,12.037,1.87,34429
Terry James,Cohort I,5.06,0.023,0.354,,0.0017,0.117,47.94,,16.95,29,356,3.527,10.74,1.668,34430
Joey Weisman,Cohort I,10.69,0.154,0.551,,0.001,0.129,17.76,,13.3,56.3,233,4.538,5.662,1.769,34431
Eric Meredith,Cohort I,13.84,0.057,0.224,,0.0033,0.147,2.08,1.64,16.18,66.7,212,6.153,5.889,1.969,34432
Charles Mcgregor,Cohort I,5.91,0.199,0.481,,0.0006,0.147,17.51,,11.56,63.23,196,6.496,3.872,0.501,34433
Laura Zamudio,Cohort I,6.21,0.119,0.687,,0.0007,0.299,15.87,,9.19,66.89,168,4.712,3.201,0.723,34434
Francis Mcnair,Cohort I,9.27,0.113,0.648,,0.0024,0.29,17.51,,8.33,62.67,178,4.118,3.377,0.17,34435
Jay Vanetta,Cohort I,7.73,0.163,0.613,,0.0012,0.11,48.19,,9.14,32.63,300,3.857,2.432,2.14,34436
Stephen Michels,Cohort I,13.28,0.21,0.668,0.5,0,0.179,25.28,1.98,20.67,37.93,338,8.152,7.905,3.115,34437
Jonathan Jung,Cohort I,13.53,0.193,0.556,0.4,0.0011,0.152,21.47,1.84,9.05,53.49,221,3.83,2.83,1.299,34438
James Rodger,Cohort I,13.38,0.168,0.47,0.2,0,0.147,17.44,1.49,18.1,48.82,286,6.928,6.765,2.772,34439
Pearlene Irland,Cohort I,10.72,0.053,0.389,,0.0018,0.215,25.96,,14.41,47.35,273,3.313,4.869,5.22,34440
Tanisha Barnett,Cohort I,11.26,0.101,0.513,,0.0015,0.193,26.03,,15.63,45.18,286,4.448,4.874,5.154,34441
Constance Revis,Cohort I,6,0.053,0.428,1.4,0,0.111,41.21,9.89,17.74,33.57,340,3.989,9.502,2.566,34442
Bobbie Blythe,Cohort I,7.66,0.054,0.38,,0.0001,0.131,26.7,,13.9,50.72,264,5.74,5.24,1.81,34443
Alicia Owen,Cohort I,6.81,0.113,0.528,,0.0009,0.362,17.19,,4.66,69.11,135,2.44,1.567,0.417,34444
Susan Ohara,Cohort I,12.03,0.109,0.752,0.8,0.0018,0.158,26.19,9.56,13.19,45.85,272,4.201,4.686,1.775,34445
Dean Presley,Cohort I,10.77,0.096,0.652,0.6,0,0.146,22.04,7.9,17.73,47.03,291,5.649,6.718,2.26,34446
Lillie Reed,Cohort I,8.41,0.063,0.737,1,0,0.145,31.25,11.23,17.76,40.11,318,5.363,7.531,2.414,34447
Rex Brown,Cohort I,17.19,0.095,0.63,1.2,0.0044,0.226,19.87,4.68,8.05,52.52,220,3.109,2.949,1.88,34448
Judy Gallion,Cohort I,14.17,0.089,0.528,,0.0019,0.199,22.84,,10.6,50.8,241,4.409,4.615,0.942,34449
Santos Lundy,Cohort I,13.46,0.148,0.703,,0.0019,0.147,21.64,,11.4,51.15,243,5.175,4.017,1.182,34450
Nathan Mcfarland,Cohort I,15.68,0.087,0.374,1.1,0.0003,0.225,22.14,3.67,11.6,48.81,256,4.785,5.404,1.179,34451
Walter King,Cohort I,19.3,0.025,0.275,,0.0005,0.303,11.04,,16.01,52.37,267,6.147,7.04,1.059,34452
Maria Fernandez,Cohort I,15.17,0.045,0.35,,0.0005,0.252,17.82,,11.75,53.74,239,4.654,4.57,1.237,34453
William Gipson,Cohort I,13.94,0.035,0.289,1.4,0.0002,0.192,13.74,3.52,15.66,55.29,252,5.773,6.117,3.016,34454
Joel Dunn,Cohort I,14.8,0.043,0.345,,0.0005,0.245,18.02,,15.1,50.51,268,5.582,6.571,1.286,34455
Robert Ayala,Cohort I,17.08,0.102,0.414,0.9,0,0.226,24.1,4.15,14.36,42.67,295,5.096,5.495,0.38,34456
Gladys White,Cohort I,16.51,0.054,0.346,,0,0.195,23.16,,16.73,42.1,311,6.12,7.21,1.56,34457
Julie Williamson,Cohort I,15.68,0.087,0.374,1.1,0.0003,0.225,22.14,,11.6,48.81,256,5.03,5.22,1.24,34458
Jack Swartzentrube,Cohort I,11.85,0.044,0.378,,0.0012,0.22,18.35,,12.55,55.7,235,4.78,5.24,1.01,34459
Marissa Isaac,Cohort I,11.34,0.046,0.342,1.5,0.0009,0.188,17.33,4,12.37,57.52,226,3.972,4.67,3.144,34460
Edward Baer,Cohort I,12.17,0.103,0.386,1.4,0.0003,0.194,22.69,,13.3,50.3,259,4.24,4.78,4.1,34461
Jacob Delgado,Cohort I,14.74,0.138,0.44,1.2,0,0.193,33.71,5.79,11.24,38.49,295,3.561,3.839,0.265,34462
Stephen Estey,Cohort I,13.07,0.074,0.491,1.8,0.0003,0.183,28.79,5.22,10.07,46.14,258,4,4.637,1.138,34463
Sheila Delacruz,Cohort I,11.74,0.057,0.458,,0.0015,0.206,24.81,,12.25,49.41,254,3.755,4.809,2.343,34464
Laura Contreras,Cohort I,10.6,0.024,0.684,,0.0001,0.146,18.4,,14.84,53.96,247,5.213,6.993,1.741,34465
Susie Bell,Cohort I,11.85,0.017,0.421,,0.0024,0.146,27.45,,11.79,47.8,260,4.258,5.785,1.042,34466
Patrick Harris,Cohort I,9.6,0.058,0.556,,0,0.15,31.88,,10.8,46.7,263,2.949,5.205,1.998,34467
Leona Miner,Cohort I,6.25,0.088,1.237,,0,0.241,44.74,,14.86,32.29,329,3.444,10.024,0.498,34468
Loretta Anderson,Cohort I,7.02,0.054,0.554,2.2,0,0.131,53.38,17.98,17.95,19.62,403,4.701,9.221,2.415,34469
Mark Lewis,Cohort I,8.05,0.241,0.722,,0.0011,0.152,32.15,,16.77,40.45,306,6.885,7.074,1.976,34470
Bobbie Alexis,Cohort I,8.24,0.304,0.851,,0.0005,0.144,29.45,,16.74,42.7,298,6.872,7.061,1.973,34471
Rex Hensley,Cohort I,7.76,0.151,0.706,,0.0019,0.177,21.89,,12.04,55.96,223,4.897,4.306,2.231,34472
Otto Watson,Cohort I,6.6,0.078,0.403,,0.0073,0.072,58.16,,33.01,1.01,543,16.707,10.864,3.786,34473
Phyllis Jackson,Cohort I,4.46,0.088,0.518,,0.0007,0.156,37.74,,18.69,37.09,332,8.377,8.013,0.801,34474
Marion Wolcott,Cohort I,9.02,0.02,0.487,,0.003,0.131,28.69,,12.9,47.97,265,3.294,4.979,3.337,34475
Marcel Arthur,Cohort I,3.56,0.055,0.476,,0.0015,0.108,39.18,,6.03,49.72,224,2.522,2.271,0.844,34476
Kevin Herrington,Cohort I,4.94,0.105,0.129,,0.0088,0.394,15.71,,9.71,65.75,160,3.567,3.615,2.042,34477
John Powell,Cohort I,6.16,0.103,0.325,,0.0096,0.394,14.86,,8.66,65.02,151,3.389,3.249,1.589,34478
Sharon Anderson,Cohort I,4.03,0.099,0.143,,0.0143,0.425,13.74,,6.32,70.04,119,2.511,2.265,1.232,34479
Mary Jackson,Cohort I,5.88,0.104,0.177,,0.008,0.398,14.14,,5.53,70.08,122,3.3,1.731,0.227,34480
Orlando Laurent,Cohort I,2.21,0.035,0.06,,0.0112,0.458,16.56,,7.39,69.45,130,3.315,2.607,1.098,34481
Patricia Burch,Cohort I,3.76,0.013,0.29,3.5,0.0027,0.55,38.44,0.69,16.12,39.76,314,2.084,7.805,4.664,34482
Jason Guerrier,Cohort I,2.31,0.021,0.227,,0.0004,0.294,16.12,,1.21,79.21,83,0.479,0.351,0.292,34483
Connie Barton,Cohort I,2.61,0.016,0.518,2.7,0.0029,0.356,32.2,0.24,21.65,41.49,327,4.947,11.545,3.796,34484
Deborah Quinn,Cohort I,15.47,0.039,0.57,,0.0015,0.227,24.06,,9.9,48.64,249,2.594,4.895,1.227,34485
Tresa Garza,Cohort I,1.25,0.013,0.026,,0.0232,0.172,3.22,,0.07,95.51,16,0.01,0.004,0.034,34486
August Crosby,Cohort I,4.04,0.046,0.055,,0.0045,0.171,2.19,,2.67,90.46,47,1.371,0.81,0.219,34487
Julie Camp,Cohort I,8,0.017,0.096,,0.008,0.205,1.71,,1,87.05,48,0.265,0.311,0.255,34488
Ruth Taylor,Cohort I,3.94,0.017,0.377,,0.0092,0.144,7.67,,5,80.37,91,0.616,1.156,2.178,34489
Elaine Williams,Cohort I,6.15,0.025,0.207,,0.0039,0.171,2.8,,1.05,89.1,45,0.276,0.348,0.205,34490
Frank Pisano,Cohort I,7.98,0.072,0.228,,0.005,0.123,1.45,,4.93,82.45,82,2.508,1.585,0.443,34491
Isiah Pfeifer,Cohort I,10.94,0.013,0.638,,0,0.204,26.73,,13.47,48.01,268,3.391,8.718,0.42,34492
James Warwick,Cohort I,11.51,0.051,0.882,,0,0.112,24.39,,15.18,47.82,277,3.28,10.597,0.393,34493
Donnie Mark,Cohort I,9.58,0.083,0.724,,0.0054,0.173,22.39,,8.17,57.8,200,2.986,3.608,1.001,34494
Clarence Mabe,Cohort I,13.26,0.019,0.391,,0.0026,0.153,20.51,,6,58.97,190,3.281,0.85,1.209,34495
Angie Whipple,Cohort I,11.6,0.029,0.505,,0.0014,0.131,21.63,,10.93,54.31,228,2.082,5.235,2.85,34496
Noel Hernandez,Cohort I,4.71,0.122,0.126,,0.0022,0.205,31.81,,5.98,56.5,196,2.91,1.957,0.653,34497
Edwin Gregory,Cohort I,3.57,0.131,0.115,,0.0015,0.25,30.17,,5.46,59.7,180,3.179,1.475,0.511,34498
Russell Brown,Cohort I,4.09,0.105,0.06,,0.0013,0.177,29.18,,5.13,60.9,175,2.444,1.739,0.667,34499
Mary Snyder,Cohort I,12.08,0.129,0.469,,0.0013,0.277,15.63,,12.02,58.4,217,6.648,3.846,0.561,34500
Joe Welsh,Cohort I,6.68,0.097,0.385,,0.0018,0.21,11.91,,7.46,72.35,141,3.446,2.606,0.883,34501
Betty Atwell,Cohort I,6.67,0.094,0.339,,0.0013,0.15,10.18,,5.03,76.79,111,2.299,1.739,0.589,34502
Lawrence Sutton,Cohort I,6.67,0.146,0.377,,0.0009,0.28,18.42,,6.85,66.24,155,3.727,2.121,0.52,34503
Jeffrey Parker,Cohort I,7.15,0.084,0.387,,0.0018,0.218,13.18,,7.53,70.44,148,5.1,1.561,0.265,34504
Eddie Figgins,Cohort I,11.65,0.133,0.55,,0.0016,0.351,13.97,,10.03,62.05,193,6.377,2.052,0.598,34505
Roberta Villarreal,Cohort I,4.24,0.129,0.067,0.1,0.0009,0.193,26.36,19.49,4.86,63.64,166,2.542,1.206,0.297,34506
Josiah Cannon,Cohort I,7.25,0.06,1.053,1.5,0,0.115,42.51,3.22,17.45,28.96,356,4.197,11.686,1.159,34507
Amanda Rosa,Cohort I,0.91,0.028,0.189,2,0.0146,0.14,15.65,13.54,8.64,73.99,144,1.303,1.963,4.888,34508
Rose Dehn,Cohort I,20.25,0.025,0.948,1.4,0,0.333,13.66,,15.42,47.93,274,2.887,4.308,6.881,34509
Jacinta Keen,Cohort I,21.24,0.027,0.607,,0,0.258,8.47,,16.55,51.42,268,3.538,5.422,6.276,34510
Buddy Smith,Cohort I,27.25,0.02,0.477,,0,0.309,0.25,,4.82,65.71,153,1.196,1.683,1.62,34511
Sabrina Darden,Cohort I,20.62,0.025,0.632,,0,0.237,7.96,,17.73,51.44,274,3.887,6.049,6.353,34512
Naomi Munoz,Cohort I,25.9,0.016,0.526,,0,0.273,,,7.43,64.78,170,1.893,2.903,2.051,34513
